genre,weighted_rating,sum_votes
Action,6.110834003754357,265598853
Adventure,6.2162559618441975,220106610
Animation,6.39317365269461,51451718
Comedy,5.969047619047618,195419153
Drama,6.543173557473875,312186865
Fantasy,5.99476386036961,71429335
Horror,5.608138173302107,59756306
Mystery,6.148078317621465,75001396
Romance,6.244371674171101,70080508
Sci-Fi,6.1260391198044015,105318135
Thriller,6.15543710021322,119533015
